,src,question,prompt,response,id,target,participant,response_num,count,split
13999,motesf,What is a surprising use for a PENCIL?,pencil,drumstick,motesf_pencil-6920,2.7,motesf310d,7,,train
14000,snb17,What is a surprising use for a ROPE?,rope,use it as a fishing pole,snb17_rope-c7cd,1.7,snb1794,,,train
14001,dod20,What is a surprising use for a ROPE?,rope,use,dod20_rope-d0a1,1.2,dod2087,9,,train
14002,motesf,What is a surprising use for a BALL?,ball,It's a self-defense tool when a bad person comes you throw it at them.,motesf_ball-de00,3.0,motesf0451,8,,train
14003,dod20,What is a surprising use for a ROPE?,rope,walking bridge,dod20_rope-f85c,2.5,dod2055,20,,train
14004,dod20,What is a surprising use for a BOTTLE?,bottle,to drink milk from,dod20_bottle-4455,1.0,dod2038,0,,train
14005,dod20,What is a surprising use for a BOOK?,book,"build a ""wall""",dod20_book-8a4d,4.2,dod2044,3,,train
14006,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,use to hold papers together,hmsl_paperclip-be0b,1.0,hmslcIvhY884,4.0,,train
14007,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,sun,motesf_lightbulb-e11e,2.4,motesfc0e1,3,,train
14008,snbmo09,What is a surprising use for a BOX?,box,place mat,snbmo09_box-d3df,2.4,snbmo09137,5,2.0,train
14009,setal08,What is a surprising use for a BRICK?,brick,weighing something down,setal08_brick-c9d2,1.0,setal08231,5.0,2.0,train
14010,dod20,What is a surprising use for a ROPE?,rope,use as a whip,dod20_rope-e508,2.5,dod2092,3,,train
14011,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Ear scratcher,hmsl_paperclip-e0dd,2.0,hmsltt22103X,1.0,,train
14012,dod20,What is a surprising use for a TIRE?,tire,grip,dod20_tire-9018,2.3,dod2037,1,,train
14013,dod20,What is a surprising use for a ROPE?,rope,bungee jump,dod20_rope-cfb5,3.5,dod2011,3,,train
14014,snbmo09,What is a surprising use for a BRICK?,brick,crush smaller items,snbmo09_brick-ac74,1.7,snbmo0989,5,,train
14015,betal18,What is a surprising use for a BOX?,box,a house for rabbits,betal18_box-0bad,1.0,betal182189,,,train
14016,snbmo09,What is a surprising use for a BRICK?,brick,to make a brick oven bagel bite,snbmo09_brick-2015,2.2,snbmo09171,7,,train
14017,snb17,What is a surprising use for a BOX?,box,crafts,snb17_box-b832,1.3,snb1717,,,train
14018,snbmo09,What is a surprising use for a BRICK?,brick,coaster for a drink,snbmo09_brick-298d,1.7,snbmo0993,1,,train
14019,setal08,What is a surprising use for a KNIFE?,knife,medicinal uses,setal08_knife-4dfa,1.3,setal0895,8.0,,train
14020,snbmo09,What is a surprising use for a BRICK?,brick,a very large paperweight,snbmo09_brick-e782,1.2,snbmo0994,4,,train
14021,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,to hold papers together,hmsl_paperclip-0e47,1.0,hmslpD79KXDl,2.0,3.0,train
14022,snbmo09,What is a surprising use for a BOX?,box,to put junk or past memories,snbmo09_box-2e67,1.0,snbmo09180,5,,train
14023,motesf,What is a surprising use for a SOCK?,sock,cut it and use it as clothing for stuffed animals,motesf_sock-8735,3.3,motesf07e1,3,,train
14024,bs12,What is a surprising use for a BRICK?,brick,Could be used to represent a skyscraper for an ant hill,bs12_brick-0a5b,3.8,bs12128,,,train
14025,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,that you can open a stuffed animal and but the lightbulb inside and then it can light up,motesf_lightbulb-9636,3.6,motesf7327,7,,train
14026,bs12,What is a surprising use for a BRICK?,brick,a piece of robot (coloring it),bs12_brick-d1fc,2.6,bs1296,,,train
14027,snbmo09,What is a surprising use for a KNIFE?,knife,you could cut your hair,snbmo09_knife-c17f,1.0,snbmo09101,6,,train
14028,dod20,What is a surprising use for a TABLE?,table,plan world domination,dod20_table-1803,3.5,dod2071,7,,train
14029,snbmo09,What is a surprising use for a KNIFE?,knife,a key,snbmo09_knife-0665,2.5,snbmo0958,3,,train
14030,betal18,What is a surprising use for a ROPE?,rope,make a hat,betal18_rope-237f,1.3,betal182013,,,train
14031,setal08,What is a surprising use for a BRICK?,brick,emergency break for a car,setal08_brick-918a,1.3,setal08134,3.0,,train
14032,setal08,What is a surprising use for a KNIFE?,knife,to stab someone,setal08_knife-1b4f,1.0,setal0876,2.0,,train
14033,betal18,What is a surprising use for a ROPE?,rope,if coiled on itself and glued together it could be a table,betal18_rope-fe4f,2.4,betal182097,,,train
14034,bs12,What is a surprising use for a BRICK?,brick,As a scraper,bs12_brick-8cea,2.2,bs1258,,,train
14035,setal08,What is a surprising use for a KNIFE?,knife,collection,setal08_knife-942b,1.4,setal08147,3.0,2.0,train
14036,motesf,What is a surprising use for a BOTTLE?,bottle,to collect grass,motesf_bottle-e61d,3.3,motesf07cd,5,,train
14037,setal08,What is a surprising use for a KNIFE?,knife,used in place of a tack,setal08_knife-cead,1.7,setal08181,2.0,,train
14038,dod20,What is a surprising use for a TABLE?,table,family,dod20_table-340f,1.5,dod2035,10,,train
14039,setal08,What is a surprising use for a KNIFE?,knife,to hold things up,setal08_knife-10b5,1.7,setal08103,4.0,,train
14040,motesf,What is a surprising use for a BALL?,ball,Well playing soccer would be nice.,motesf_ball-2b27,1.6,motesffbd7,5,,train
14041,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,They can be used as a pin to burst objects,hmsl_paperclip-6831,2.8,hmslO9vSup0D,3.0,,train
14042,snbmo09,What is a surprising use for a BRICK?,brick,an outline,snbmo09_brick-7776,2.0,snbmo0943,4,,train
14043,dod20,What is a surprising use for a SHOVEL?,shovel,scoop cat litter,dod20_shovel-f9dd,1.8,dod2041,7,,train
14044,setal08,What is a surprising use for a KNIFE?,knife,paper (write on the knife),setal08_knife-c371,2.7,setal0864,8.0,,train
14045,snbmo09,What is a surprising use for a BOX?,box,cut out a door and use as a pet house,snbmo09_box-64fe,1.5,snbmo09131,3,,train
14046,snbmo09,What is a surprising use for a BRICK?,brick,raise a bed higher,snbmo09_brick-edc0,1.5,snbmo09111,7,,train
14047,motesf,What is a surprising use for a PENCIL?,pencil,play hot potato with it.,motesf_pencil-6288,3.0,motesfe4a6,1,,train
14048,dod20,What is a surprising use for a BRICK?,brick,hit something,dod20_brick-4e93,3.0,dod2022,0,,train
14049,bs12,What is a surprising use for a BRICK?,brick,Use it as a cup holder.,bs12_brick-a7aa,2.6,bs12101,,,train
14050,hmsl,What is a surprising use for a BRICK?,brick,use it to step on to reach something higher,hmsl_brick-a9df,1.8,hmsl4VzH60D1,8.0,,train
14051,dod20,What is a surprising use for a TABLE?,table,book shelf,dod20_table-84b3,3.0,dod2054,9,2.0,train
14052,betal18,What is a surprising use for a ROPE?,rope,make it into a chair,betal18_rope-f5d0,1.9,betal182067,,,train
14053,dod20,What is a surprising use for PANTS?,pants,to fashion,dod20_pants-33fa,1.0,dod2082,2,,train
14054,motesf,What is a surprising use for a HAT?,hat,One surprising thing to use a hat is to cover your head from the sun.,motesf_hat-d9f4,1.3,motesfad97,1,,train
14055,snbmo09,What is a surprising use for a BOX?,box,as a fire starter,snbmo09_box-af01,2.7,snbmo0991,2,,train
14056,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,Use the toothbrush as a hairbrush for your pets,motesf_toothbrush-8380,3.0,motesff717,2,,train
14057,snbmo09,What is a surprising use for a KNIFE?,knife,drumstick,snbmo09_knife-5a6c,3.2,snbmo0960,3,3.0,train
14058,snbmo09,What is a surprising use for a BOX?,box,to bury it in the ground with things that you want someone in the future to find,snbmo09_box-cb5e,1.8,snbmo09180,6,,train
14059,snbmo09,What is a surprising use for a BOX?,box,shipping purpose (Fed Ex),snbmo09_box-e76f,1.0,snbmo0948,10,,train
14060,setal08,What is a surprising use for a KNIFE?,knife,to cut paper with,setal08_knife-74a8,1.7,setal08236,1.0,,train
14061,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,use to hang christmas ornament,hmsl_paperclip-114f,2.5,hmsl2U79djJ6,4.0,,train
14062,dod20,What is a surprising use for a SHOVEL?,shovel,building sandcastles,dod20_shovel-eed3,1.8,dod2046,3,,train
14063,setal08,What is a surprising use for a KNIFE?,knife,use it to clean out fingernails,setal08_knife-0a35,1.7,setal0893,5.0,,train
14064,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,cutting tool,hmsl_paperclip-54c9,2.5,hmsl8exnS05w,5.0,,train
14065,bs12,What is a surprising use for a BRICK?,brick,conduit supports,bs12_brick-1eca,2.2,bs12118,,,train
14066,setal08,What is a surprising use for a BRICK?,brick,wagon,setal08_brick-70dd,2.3,setal08223,14.0,,train
14067,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Keep bag of chips together,hmsl_paperclip-604d,2.0,hmslbM0Ib3j5,3.0,,train
14068,snbmo09,What is a surprising use for a BOX?,box,a couch,snbmo09_box-f1f3,2.3,snbmo0917,5,,train
14069,snbmo09,What is a surprising use for a BRICK?,brick,build,snbmo09_brick-ddd0,1.0,snbmo09179,1,6.0,train
14070,snbmo09,What is a surprising use for a BRICK?,brick,ottoman,snbmo09_brick-0df8,1.7,snbmo09129,6,,train
14071,bs12,What is a surprising use for a BRICK?,brick,a canvas,bs12_brick-dfce,1.8,bs12123,,,train
14072,motesf,What is a surprising use for a BALL?,ball,maybe to draw on it and use it with your toys.,motesf_ball-07ba,2.4,motesfb53b,6,,train
14073,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,unbend it and make it a useful tool,hmsl_paperclip-d24b,1.0,hmslSVFD8luX,4.0,,train
14074,betal18,What is a surprising use for a ROPE?,rope,section hair off while bleaching,betal18_rope-e7c0,3.3,betal182142,,,train
14075,dod20,What is a surprising use for a TIRE?,tire,for weight,dod20_tire-afb8,2.5,dod209,2,,train
14076,snb17,What is a surprising use for a BOX?,box,hiding stuff,snb17_box-75ce,1.7,snb1757,,,train
14077,dod20,What is a surprising use for a ROPE?,rope,climbing,dod20_rope-3f45,1.4,dod2052,0,10.0,train
14078,snbmo09,What is a surprising use for a BRICK?,brick,usb flash drive,snbmo09_brick-32b4,3.5,snbmo09154,5,,train
14079,dod20,What is a surprising use for a BRICK?,brick,downspout diverter,dod20_brick-06de,3.0,dod2059,5,,train
14080,snbmo09,What is a surprising use for a BRICK?,brick,to help keep things heavy,snbmo09_brick-c69d,1.8,snbmo09184,4,,train
14081,dod20,What is a surprising use for a BOTTLE?,bottle,to send messages from the water,dod20_bottle-a123,3.5,dod2023,2,,train
14082,snb17,What is a surprising use for a BOX?,box,Rabbit trap,snb17_box-e569,2.0,snb17107,,,train
14083,snbmo09,What is a surprising use for a KNIFE?,knife,placement along a door,snbmo09_knife-037b,1.8,snbmo0972,2,,train
14084,snbmo09,What is a surprising use for a BRICK?,brick,stop a car from moving if the brakes stop working,snbmo09_brick-609b,1.2,snbmo09128,4,,train
14085,betal18,What is a surprising use for a BOX?,box,A costume,betal18_box-4e58,1.3,betal182141,,,train
14086,snbmo09,What is a surprising use for a BRICK?,brick,stand on it to see something,snbmo09_brick-7f90,1.5,snbmo0955,3,,train
14087,snb17,What is a surprising use for a ROPE?,rope,hang a criminal,snb17_rope-684d,1.3,snb1786,,,train
14088,snbmo09,What is a surprising use for a KNIFE?,knife,harm someone,snbmo09_knife-d379,1.0,snbmo09172,6,,train
14089,snbmo09,What is a surprising use for a KNIFE?,knife,to screw things together,snbmo09_knife-6289,2.5,snbmo09184,11,,train
14090,betal18,What is a surprising use for a BOX?,box,ear cuffs,betal18_box-b8e3,2.1,betal182146,,,train
14091,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,c,hmsl_paperclip-4a6b,1.0,hmslw2E2r112,6.0,,train
14092,snb17,What is a surprising use for a BOX?,box,glue,snb17_box-87bd,1.3,snb1798,,,train
14093,dod20,What is a surprising use for a BOTTLE?,bottle,yard sculpture,dod20_bottle-1e5b,3.5,dod2056,3,,train
14094,betal18,What is a surprising use for a ROPE?,rope,watch,betal18_rope-309f,2.4,betal182082,,2.0,train
14095,betal18,What is a surprising use for a ROPE?,rope,airplane tether,betal18_rope-5408,2.4,betal182047,,,train
14096,bs12,What is a surprising use for a BRICK?,brick,parking deck,bs12_brick-3051,1.0,bs1269,,,train
14097,setal08,What is a surprising use for a KNIFE?,knife,opening a can,setal08_knife-743d,2.0,setal0855,2.0,,train
14098,motesf,What is a surprising use for a HAT?,hat,use it as a ball catcher,motesf_hat-adeb,3.0,motesf82aa,4,,train
14099,snbmo09,What is a surprising use for a BOX?,box,as an imaginary place,snbmo09_box-45c0,2.2,snbmo09184,2,,train
14100,motesf,What is a surprising use for a BOTTLE?,bottle,suction cup,motesf_bottle-0ce1,2.7,motesf68d3,3,,train
14101,bs12,What is a surprising use for a BRICK?,brick,send messages on to friends.,bs12_brick-02d9,1.8,bs1214,,,train
14102,dod20,What is a surprising use for a TABLE?,table,cook,dod20_table-0222,1.5,dod2022,3,,train
14103,motesf,What is a surprising use for a PENCIL?,pencil,use it as a ruler,motesf_pencil-d3e8,3.6,motesfa684,1,,train
14104,snb17,What is a surprising use for a ROPE?,rope,use it as a swing,snb17_rope-f9f7,1.5,snb1739,,2.0,train
14105,motesp,What is a surprising use for a SHOE?,shoe,"Cut the bottom of the shoe, and wear it upside down.",motesp-g1_shoe-33RM,3.0,33RM,,,train
14106,setal08,What is a surprising use for a BRICK?,brick,pyramids,setal08_brick-e35b,1.7,setal08128,6.0,,train
14107,hmsl,What is a surprising use for a BRICK?,brick,roadblock,hmsl_brick-625a,2.5,hmslMr20YMh5,8.0,,train
14108,motesf,What is a surprising use for a BOTTLE?,bottle,you could use a bottle as a shower head like if yours broke and you can't get it fixed you could put holes in it and cut off some of the top or you could use it as something to keep a message safe in,motesf_bottle-9f40,4.1,motesff4b9,3,,train
14109,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,hang item from thumb tac on wall or cork board,hmsl_paperclip-217f,2.2,hmslhY8DrnuO,2.0,,train
14110,dod20,What is a surprising use for PANTS?,pants,a towel,dod20_pants-5e1d,2.5,dod2076,8,,train
14111,dod20,What is a surprising use for a BOOK?,book,face mask,dod20_book-ba57,4.0,dod208,10,,train
14112,dod20,What is a surprising use for a BOOK?,book,shelf filler,dod20_book-7ffa,2.2,dod2037,13,,train
14113,setal08,What is a surprising use for a BRICK?,brick,play football,setal08_brick-666f,2.0,setal08207,1.0,2.0,train
14114,setal08,What is a surprising use for a KNIFE?,knife,page holder in book,setal08_knife-445a,2.0,setal08101,4.0,,train
14115,setal08,What is a surprising use for a BRICK?,brick,put it in your purse for self defense,setal08_brick-6fb0,1.7,setal08193,2.0,,train
14116,hmsl,What is a surprising use for a BRICK?,brick,a fire starter,hmsl_brick-4a9b,2.3,hmslP07U97OU,16.0,,train
14117,snb17,What is a surprising use for a ROPE?,rope,cross form one place to another,snb17_rope-ddc5,1.3,snb17153,,,train
14118,dod20,What is a surprising use for PANTS?,pants,to wear,dod20_pants-649e,1.0,dod2024,0,2.0,train
14119,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,my surprising way to use a light bulb is to touch it when it’s hot and act like I'm burnt to have free candy,motesf_lightbulb-456a,3.3,motesf19f3,2,,train
14120,dod20,What is a surprising use for a BOOK?,book,defensive weapon,dod20_book-8f29,4.0,dod2055,4,,train
14121,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,to heat something,motesf_lightbulb-1b39,3.6,motesfb6d7,2,,train
14122,dod20,What is a surprising use for a BOOK?,book,to hit with,dod20_book-4f3f,3.3,dod2038,6,,train
14123,bs12,What is a surprising use for a BRICK?,brick,A hot plate,bs12_brick-7656,3.0,bs1291,,,train
14124,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,"A surprising use for a light bulb would be to get construction paper and cut something fun in it like stars, or hearts, but if you want it could just be little tiny dots. Then you can get a rubber band and secure it to the light bulb. Then when you put it on at night it will be a night light.",motesf_lightbulb-98f0,3.3,motesf0f49,2,,train
14125,dod20,What is a surprising use for a BOTTLE?,bottle,refill drinks,dod20_bottle-2123,1.0,dod2090,2,,train
14126,snb17,What is a surprising use for a ROPE?,rope,a head band,snb17_rope-8aad,2.0,snb17152,,,train
14127,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,to clean the walls,motesf_toothbrush-5aea,2.4,motesfc4ca,5,,train
14128,betal18,What is a surprising use for a BOX?,box,stairs,betal18_box-af1a,2.0,betal182006,,3.0,train
14129,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,"For a light bulb, you can put it in a plushie, or in a toy and make the eyes glow!",motesf_lightbulb-d3b3,3.3,motesfd67d,1,,train
14130,snbmo09,What is a surprising use for a KNIFE?,knife,knife can sharpen other objects,snbmo09_knife-4a84,1.5,snbmo09102,2,,train
14131,hmsl,What is a surprising use for a BRICK?,brick,Straight Edge,hmsl_brick-1b2f,3.2,hmslKjWbuB23,13.0,,train
14132,dod20,What is a surprising use for a ROPE?,rope,connect between two objects or places,dod20_rope-d807,2.0,dod2011,6,,train
14133,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,string together as necklace,hmsl_paperclip-f56a,2.5,hmsljhX9tFGh,5.0,,train
14134,snbmo09,What is a surprising use for a BOX?,box,a crib for a baby,snbmo09_box-abca,2.5,snbmo0990,7,,train
14135,bs12,What is a surprising use for a BRICK?,brick,A heavy  indestructible vehicle,bs12_brick-2c6b,3.0,bs1222,,,train
14136,bs12,What is a surprising use for a BRICK?,brick,playing games,bs12_brick-d0c0,1.4,bs1226,,,train
14137,motesf,What is a surprising use for a BOTTLE?,bottle,you can craft stuff with it,motesf_bottle-ea31,2.4,motesf85d8,1,,train
14138,setal08,What is a surprising use for a BRICK?,brick,as a weight to sink an object into water,setal08_brick-8350,1.3,setal08125,7.0,,train
14139,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,make child's necklace (with several),hmsl_paperclip-7af8,2.2,hmsl6gNs42nt,6.0,,train
14140,motesp,What is a surprising use for a BOTTLE?,bottle,A surprising use for a bottle would be to cut out some of the plastic and turn it into a phone stand,motesp-g1_bottle-34HA,4.3,34HA,,,train
14141,betal18,What is a surprising use for a ROPE?,rope,curtains,betal18_rope-d47c,1.9,betal182186,,,train
14142,snbmo09,What is a surprising use for a KNIFE?,knife,cut through tall grass,snbmo09_knife-7752,1.0,snbmo0956,8,,train
14143,dod20,What is a surprising use for a SHOE?,shoe,so that a door does not close,dod20_shoe-9dc9,2.8,dod2025,3,,train
14144,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,to make internet,motesf_lightbulb-2952,3.6,motesf38db,7,,train
14145,hmsl,What is a surprising use for a BRICK?,brick,Outdoor Fireplace,hmsl_brick-b707,1.3,hmsl30Z2IWHA,2.0,,train
14146,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,straightened out used to open stubborn locks,hmsl_paperclip-eeba,2.0,hmslPz7sXT3I,2.0,,train
14147,bs12,What is a surprising use for a BRICK?,brick,use it as a book holder,bs12_brick-cd8a,1.8,bs12127,,,train
14148,betal18,What is a surprising use for a ROPE?,rope,rock climbing,betal18_rope-bd3a,1.1,betal182079,,3.0,train
14149,hmsl,What is a surprising use for a BRICK?,brick,Break windows,hmsl_brick-65c2,1.5,hmsl9Xxv7HVW,3.0,,train
14150,dod20,What is a surprising use for a BOOK?,book,to hold open a win,dod20_book-3594,2.8,dod2073,7,,train
14151,motesf,What is a surprising use for a BALL?,ball,you play with a ball of course,motesf_ball-1115,1.3,motesf3ad7,6,,train
14152,betal18,What is a surprising use for a ROPE?,rope,wrapping it around a vase or jar for decoration,betal18_rope-362d,1.9,betal182077,,,train
14153,bs12,What is a surprising use for a BRICK?,brick,as a hammer,bs12_brick-c424,1.6,bs12130,,5.0,train
14154,motesf,What is a surprising use for a SPOON?,spoon,to be a sun,motesf_spoon-c8dc,3.6,motesf006f,4,,train
14155,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,colored papreclips for garland,hmsl_paperclip-9e1c,2.8,hmslA26c3z9n,5.0,,train
14156,motesp,What is a surprising use for a LIGHT BULB?,lightbulb,I would make it into a cup.,motesp-g1_lightbulb-9RH,3.2,9RH,,,train
14157,bs12,What is a surprising use for a BRICK?,brick,as a step stool,bs12_brick-07f5,1.4,bs1274,,,train
14158,snb17,What is a surprising use for a BOX?,box,eating tray,snb17_box-8ed5,1.3,snb1735,,,train
14159,hmsl,What is a surprising use for a BRICK?,brick,uses to stop something,hmsl_brick-e11d,1.5,hmsl4ys9hBH1,5.0,,train
14160,dod20,What is a surprising use for a FORK?,fork,scratching my head,dod20_fork-a0b7,2.5,dod2062,4,,train
14161,snb17,What is a surprising use for a BOX?,box,to play soccer,snb17_box-73bc,2.0,snb1740,,,train
14162,snbmo09,What is a surprising use for a BOX?,box,straighten a floppy chair/desk,snbmo09_box-0f9a,2.3,snbmo0915,2,,train
14163,dod20,What is a surprising use for a FORK?,fork,comb hairs,dod20_fork-5dbb,3.5,dod2023,3,,train
14164,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,knife,hmsl_paperclip-e28a,2.7,hmslV453P9LD,4.0,,train
14165,snbmo09,What is a surprising use for a BRICK?,brick,to level a baby's crib,snbmo09_brick-e32e,1.5,snbmo09124,1,,train
14166,snbmo09,What is a surprising use for a BRICK?,brick,book shelf ends,snbmo09_brick-3f86,1.7,snbmo0920,2,,train
14167,dod20,What is a surprising use for a ROPE?,rope,tether an animal,dod20_rope-1d5c,2.3,dod2078,10,,train
14168,betal18,What is a surprising use for a ROPE?,rope,practice using scissors,betal18_rope-f8ad,2.4,betal182125,,,train
14169,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Organizer,hmsl_paperclip-36f6,1.5,hmsl4e855288,1.0,2.0,train
14170,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,To clean the toilet,motesf_toothbrush-f40b,2.4,motesfd2dd,8,,train
14171,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,using it,motesf_lightbulb-1740,1.0,motesfc7e1,6,,train
14172,setal08,What is a surprising use for a BRICK?,brick,art with paint,setal08_brick-5c5f,2.0,setal08106,6.0,,train
14173,dod20,What is a surprising use for a SHOE?,shoe,soles for elbow pads,dod20_shoe-2a78,3.7,dod2081,1,,train
14174,betal18,What is a surprising use for a BOX?,box,Bench,betal18_box-8603,1.3,betal182023,,2.0,train
14175,setal08,What is a surprising use for a KNIFE?,knife,you can use it as a kickstand for a bike,setal08_knife-3f79,3.3,setal08201,3.0,,train
14176,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,Put it in a balloon and now it’s a light balloon,motesf_lightbulb-cf8b,3.0,motesf6c98,8,,train
14177,dod20,What is a surprising use for a TABLE?,table,cover on the rain,dod20_table-0bea,3.5,dod208,4,,train
14178,snbmo09,What is a surprising use for a KNIFE?,knife,shaver,snbmo09_knife-a686,1.4,snbmo09165,1,2.0,train
14179,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,tie tack,hmsl_paperclip-7f5b,1.8,hmslzdyei4a2,6.0,2.0,train
14180,betal18,What is a surprising use for a ROPE?,rope,demolition,betal18_rope-3cb4,1.9,betal182181,,,train
14181,setal08,What is a surprising use for a KNIFE?,knife,key,setal08_knife-eb46,1.9,setal0820,1.0,6.0,train
14182,motesf,What is a surprising use for a SOCK?,sock,you can cut it and decorate things with it.,motesf_sock-0c6c,3.3,motesf44f6,3,,train
14183,setal08,What is a surprising use for a KNIFE?,knife,"cutting items ex. food, boxes",setal08_knife-7245,1.0,setal0880,2.0,,train
14184,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,pierce ears,hmsl_paperclip-d749,2.5,hmsl3N1tv1g7,4.0,,train
14185,hmsl,What is a surprising use for a BRICK?,brick,putting a hole in a wall,hmsl_brick-26c8,2.3,hmslgjA0Fn4P,12.0,,train
14186,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,HAIR BOW,hmsl_paperclip-b5b1,2.3,hmsl6K46lbH7,1.0,,train
14187,bs12,What is a surprising use for a BRICK?,brick,To anchor a boat,bs12_brick-7432,1.4,bs12120,,,train
14188,betal18,What is a surprising use for a ROPE?,rope,use them for sexual acts,betal18_rope-f308,1.6,betal182174,,,train
14189,snbmo09,What is a surprising use for a KNIFE?,knife,use as a drumstick,snbmo09_knife-6345,2.2,snbmo0974,11,,train
14190,snbmo09,What is a surprising use for a BOX?,box,paint it into a car,snbmo09_box-3c82,1.7,snbmo0961,2,,train
14191,betal18,What is a surprising use for a ROPE?,rope,tire tread,betal18_rope-0cef,3.6,betal182073,,,train
14192,snbmo09,What is a surprising use for a BRICK?,brick,decorate it and put it up in your room,snbmo09_brick-f5b6,1.7,snbmo093,2,,train
14193,setal08,What is a surprising use for a KNIFE?,knife,cut a cake,setal08_knife-81b4,1.0,setal0874,1.0,,train
14194,snb17,What is a surprising use for a BOX?,box,Make it into a hat,snb17_box-fded,1.3,snb17106,,,train
14195,snbmo09,What is a surprising use for a KNIFE?,knife,deadly shirt,snbmo09_knife-58cf,2.2,snbmo09165,9,,train
14196,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Use as a zipper pull for broken zipper,hmsl_paperclip-7de5,2.8,hmslgEOtW7kc,8.0,,train
14197,hmsl,What is a surprising use for a BRICK?,brick,keep something from blowing away,hmsl_brick-656f,1.5,hmsl6FgikCA8,3.0,,train
14198,snbmo09,What is a surprising use for a BOX?,box,you can use it to put picture on to hang from your ceiling.  3-D photo album,snbmo09_box-e00c,2.8,snbmo0934,3,,train
14199,bs12,What is a surprising use for a BRICK?,brick,construction of a doghouse,bs12_brick-ee1e,1.0,bs1274,,,train
14200,snb17,What is a surprising use for a BOX?,box,panties,snb17_box-2cb0,1.7,snb1748,,,train
14201,dod20,What is a surprising use for a TABLE?,table,something to eat on,dod20_table-a8b4,1.0,dod2038,0,,train
14202,dod20,What is a surprising use for a TABLE?,table,dance,dod20_table-aea5,3.5,dod2022,6,,train
14203,motesf,What is a surprising use for a PENCIL?,pencil,To use the eraser to erase your bag.,motesf_pencil-a887,2.7,motesf0266,3,,train
14204,hmsl,What is a surprising use for a BRICK?,brick,use it at bottom of bucket to keep it from blowing away in the wind (like trash can),hmsl_brick-1a5c,3.0,hmslYkV9xA5d,7.0,,train
14205,setal08,What is a surprising use for a BRICK?,brick,"door stopper, or hold something down in the wind",setal08_brick-f825,1.0,setal08183,4.0,,train
14206,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,a short for a circuit,hmsl_paperclip-d217,2.7,hmslD9ZeYC3r,6.0,,train
14207,snbmo09,What is a surprising use for a BOX?,box,build a barn,snbmo09_box-8722,1.7,snbmo09190,4,,train
14208,setal08,What is a surprising use for a KNIFE?,knife,kill someone,setal08_knife-c6fe,1.0,setal08145,4.0,3.0,train
14209,betal18,What is a surprising use for a ROPE?,rope,unravel it and use the strands to make a wig,betal18_rope-bd80,1.9,betal182042,,,train
14210,hmsl,What is a surprising use for a BRICK?,brick,make walk way,hmsl_brick-258c,1.2,hmsl6lN1aCrC,3.0,,train
14211,dod20,What is a surprising use for a SHOE?,shoe,message indicator,dod20_shoe-ee99,2.8,dod2048,9,,train
14212,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Keep money stacks together ,hmsl_paperclip-1cdc,1.8,hmslbM0Ib3j5,1.0,,train
14213,snbmo09,What is a surprising use for a BRICK?,brick,pencil/pen holder,snbmo09_brick-cc44,2.4,snbmo0941,3,5.0,train
14214,motesf,What is a surprising use for a BOTTLE?,bottle,bonk it on your head for relaxation,motesf_bottle-71d3,2.1,motesf9de6,8,,train
14215,dod20,What is a surprising use for a SHOE?,shoe,use the shoelaces to make a necklace,dod20_shoe-c613,4.3,dod204,4,,train
14216,betal18,What is a surprising use for a ROPE?,rope,tie on a doorknob to shut door from a distance,betal18_rope-a8bf,2.4,betal182125,,,train
